"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","firstInterv_date","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","horasLat","minLat","segLat","horasLon","minLon","segLon","diff_in_days","temp","tempMax","windVelocity","windGust"
7065,"Entre Douro e Minho","Porto","Maia","Milheirós","41.1561111111111","-8.1625","fire",2015-07-17,00:07:00,2015-07-17,"2015-07-17",0.901587301587302,0.0984126984126984,0,1,3.15,0,41,13,22,8,35,45,0,NA,NA,NA,NA
7066,"Algarve","Faro","Silves","Armação de Pêra","0.151666666666667","-0.155555555555556","agriculture",2015-07-17,01:07:00,2015-07-17,"2015-07-17",0,0,1,0,0.0542,1,0,37,6,0,8,20,0,22.9,27.6,10.4,43.2
7067,"Entre Douro e Minho","Porto","Penafiel","Galegos","41.1661111111111","-8.15333333333333","agriculture",2015-07-17,01:36:00,2015-07-17,"2015-07-17",0,0,1,0,0.002,0,41,9,58,8,18,12,0,NA,NA,NA,NA
7068,"Entre Douro e Minho","Braga","Celorico de Basto","Canedo de Basto","41.1502777777778","-7.16416666666667","firepit",2015-07-17,02:24:00,2015-07-17,"2015-07-17",1,0,0,1,0.05,1,41,26,1,7,57,51,0,21.7,31.4,7.5,28.8
7069,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Macedo de Cavaleiros","41.1544444444444","-6.15861111111111","firepit",2015-07-17,03:00:00,2015-07-17,"2015-07-17",0,1,0,1,0.038,1,41,32,16,6,57,31,0,18.7,23.2,4.1,21.6
7070,"Beira Litoral","Viseu","Mangualde","Abrunhosa-a-Velha","40.1616666666667","-7.15583333333333","firepit",2015-07-17,03:07:00,2015-07-17,"2015-07-17",0,1,0,1,0.04,0,40,34,42,7,38,21,0,27.9,37.5,9.9,32.4
7071,"Entre Douro e Minho","Porto","Baião","Santa Marinha do Zêzere","41.1544444444444","-7.16111111111111","firepit",2015-07-17,03:47:00,2015-07-17,"2015-07-17",0,1,0,1,0.01,1,41,8,16,7,57,40,0,21.7,31.4,7.5,28.8
7072,"Entre Douro e Minho","Braga","Terras de Bouro","Carvalheira","41.1566666666667","-8.15194444444444","fire",2015-07-17,04:44:00,2015-07-18,"2015-07-17",0.923076923076923,0.0769230769230769,0,1,6.5,1,41,44,24,8,14,7,1,NA,NA,NA,NA
7073,"Beira Litoral","Aveiro","Aveiro","Oliveirinha","40.1575","-8.16166666666667","firepit",2015-07-17,08:20:00,2015-07-17,"2015-07-17",1,0,0,1,0.8904,1,40,36,27,8,35,42,0,20.8,28.8,9.2,36
7074,"Beira Interior","Castelo Branco","Castelo Branco","Póvoa de Rio de Moinhos","39.1538888888889","-7.15666666666667","agriculture",2015-07-17,08:39:00,2015-07-17,"2015-07-17",0,0,1,0,5e-04,0,39,56,14,7,30,24,0,29.3,35.9,13.8,NA
7075,"Ribatejo e Oeste","Santarém","Ourém","Fátima","39.1563888888889","-8.16138888888889","firepit",2015-07-17,08:54:00,2015-07-17,"2015-07-17",1,0,0,1,0.0125,1,39,34,23,8,36,41,0,NA,37.8,15.3,39.6
7076,"Alentejo","Beja","Ourique","Ourique","0.161388888888889","-0.153611111111111","agriculture",2015-07-17,09:07:00,2015-07-17,"2015-07-17",0,0,1,0,11.005,0,0,37,41,0,8,13,0,22.9,27.6,10.4,43.2
7077,"Beira Litoral","Leiria","Pombal","Louriçal","40.1575","-8.16138888888889","agriculture",2015-07-17,09:25:00,2015-07-17,"2015-07-17",0,0,1,0,0.25,0,40,0,27,8,43,41,0,20.8,28.8,9.2,36
7078,"Alentejo","Setúbal","Grândola","Grândola","38.1591666666667","-8.16472222222222","firepit",2015-07-17,09:34:00,2015-07-17,"2015-07-17",1,0,0,1,0.0594,1,38,11,33,8,30,53,0,27.5,37.5,16.2,32.4
7079,"Entre Douro e Minho","Porto","TROFA","Bougado_Sao Martinho","41.1544444444444","-8.16027777777778","firepit",2015-07-17,09:39:00,2015-07-17,"2015-07-17",0,1,0,1,0.1,0,41,20,16,8,30,37,0,NA,NA,NA,NA
7080,"Ribatejo e Oeste","Santarém","Santarém","Abitureiras","39.1627777777778","-8.15166666666667","firepit",2015-07-17,10:37:00,2015-07-17,"2015-07-17",0,1,0,1,0.0056,0,39,20,46,8,47,6,0,NA,37.8,15.3,39.6
7081,"Trás-os-Montes","Vila Real","Alijó","Pegarinhos","41.1538888888889","-7.16416666666667","firepit",2015-07-17,10:54:00,2015-07-17,"2015-07-17",1,0,0,1,0.12,1,41,21,14,7,26,51,0,21.7,31.4,7.5,28.8
7082,"Entre Douro e Minho","Aveiro","Arouca","Espiunca","40.1558333333333","-8.15194444444444","fire",2015-07-17,11:18:00,2015-07-18,"2015-07-17",1,0,0,1,26.4,0,40,59,21,8,13,7,1,20.8,28.8,9.2,36
7083,"Trás-os-Montes","Bragança","Carrazeda de Ansiães","Castanheiro","41.1586111111111","-7.15222222222222","agriculture",2015-07-17,11:23:00,2015-07-17,"2015-07-17",0,0,1,0,4.84,0,41,12,31,7,25,8,0,21.7,31.4,7.5,28.8
7084,"Ribatejo e Oeste","Setúbal","Seixal","Amora","38.1525","-9.16166666666667","firepit",2015-07-17,11:25:00,2015-07-17,"2015-07-17",0,1,0,1,0.005,0,38,38,9,9,7,42,0,21.1,25.8,24.2,NA
7085,"Ribatejo e Oeste","Setúbal","Almada","Sobreda","38.1641666666667","-9.15694444444444","firepit",2015-07-17,11:51:00,2015-07-17,"2015-07-17",0,1,0,1,0.0035,0,38,38,51,9,10,25,0,21.1,25.8,24.2,NA
7086,"Entre Douro e Minho","Aveiro","Vale de Cambra","Macieira de Cambra","40.1663888888889","-8.15222222222222","fire",2015-07-17,11:54:00,2015-07-17,"2015-07-17",0,1,0,1,7.5,0,40,51,59,8,23,8,0,20.8,28.8,9.2,36
7087,"Beira Litoral","Aveiro","Ílhavo","São Salvador","40.1516666666667","-8.16583333333333","firepit",2015-07-17,12:18:00,2015-07-17,"2015-07-17",1,0,0,1,0.0298,0,40,36,6,8,39,57,0,20.8,28.8,9.2,36
7088,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41.1638888888889","-8.16166666666667","firepit",2015-07-17,12:20:00,2015-07-17,"2015-07-17",0,1,0,1,0.02,0,41,11,50,8,15,42,0,NA,NA,NA,NA
7089,"Beira Litoral","Coimbra","Coimbra","São Silvestre","40.16","-8.15027777777778","agriculture",2015-07-17,12:38:00,2015-07-17,"2015-07-17",0,0,1,0,0.005,0,40,13,36,8,32,1,0,20.8,28.8,9.2,36
7090,"Beira Interior","Castelo Branco","Castelo Branco","Escalos de Baixo","39.1658333333333","-7.16111111111111","firepit",2015-07-17,12:39:00,2015-07-17,"2015-07-17",0,0.997058823529412,0.00294117647058824,0.997058823529412,0.017,0,39,52,57,7,23,40,0,29.3,35.9,13.8,NA
7091,"Entre Douro e Minho","Porto","Maia","Avioso (Santa Maria)","41.1591666666667","-8.15972222222222","firepit",2015-07-17,13:00:00,2015-07-17,"2015-07-17",0,1,0,1,0.1,0,41,16,33,8,35,35,0,NA,NA,NA,NA
7092,"Ribatejo e Oeste","Lisboa","ODIVELAS","Pontinha","38.1591666666667","-9.15277777777778","agric_burn",2015-07-17,13:03:00,2015-07-17,"2015-07-17",0,0,1,0,0.001,0,38,46,33,9,12,10,0,21.1,25.8,24.2,NA
7093,"Alentejo","Portalegre","Marvão","São Salvador da Aramenha","39.1597222222222","-7.16611111111111","fire",2015-07-17,13:04:00,2015-07-17,"2015-07-17",0,1,0,1,1.5,0,39,21,35,7,24,58,0,29.3,35.9,13.8,NA
7094,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Entre Ambos-os-Rios","41.15","-8.16361111111111","fire",2015-07-17,13:31:00,2015-07-17,"2015-07-17",0,1,0,1,4.9,1,41,49,0,8,18,49,0,NA,NA,NA,NA
7095,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Cunha","41.1580555555556","-8.16361111111111","firepit",2015-07-17,14:01:00,2015-07-17,"2015-07-17",0,1,0,1,0.005,1,41,53,29,8,35,49,0,NA,NA,NA,NA
7096,"Entre Douro e Minho","Porto","Lousada","Aveleda","41.1658333333333","-8.165","firepit",2015-07-17,14:07:00,2015-07-17,"2015-07-17",1,0,0,1,0.35,0,41,16,57,8,14,54,0,NA,NA,NA,NA
7097,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padreiro (Santa Cristina)","41.1516666666667","-8.15027777777778","firepit",2015-07-17,14:37:00,2015-07-17,"2015-07-17",0,1,0,1,0.1,1,41,49,6,8,29,1,0,21.7,31.4,7.5,28.8
7098,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Parada","41.1641666666667","-8.15916666666667","firepit",2015-07-17,14:42:00,2015-07-17,"2015-07-17",0,1,0,1,0.02,0,41,54,51,8,31,33,0,NA,NA,NA,NA
7099,"Beira Litoral","Aveiro","Aveiro","Nossa Senhora de Fátima","40.1602777777778","-8.15916666666667","firepit",2015-07-17,14:54:00,2015-07-17,"2015-07-17",1,0,0,1,0.0435,1,40,34,37,8,34,33,0,20.8,28.8,9.2,36
7100,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41.1508333333333","-8.16333333333333","firepit",2015-07-17,14:54:00,2015-07-17,"2015-07-17",0,1,0,1,0.02,0,41,12,3,8,16,48,0,NA,NA,NA,NA
7101,"Entre Douro e Minho","Braga","Braga","Vimieiro","41.1608333333333","-8.1575","agriculture",2015-07-17,15:06:00,2015-07-17,"2015-07-17",0,0,1,0,0.02,0,41,30,39,8,27,27,0,NA,NA,NA,NA
7102,"Entre Douro e Minho","Viseu","Resende","São João de Fontoura","41.1577777777778","-7.15166666666667","fire",2015-07-17,15:40:00,2015-07-17,"2015-07-17",0,1,0,1,1.2,1,41,5,28,7,55,6,0,21.7,31.4,7.5,28.8
7103,"Beira Litoral","Coimbra","Vila Nova de Poiares","Poiares (Santo André)","40.1544444444444","-8.1625","agriculture",2015-07-17,15:48:00,2015-07-17,"2015-07-17",0,0,1,0,0.02,0,40,13,16,8,14,45,0,20.8,28.8,9.2,36
7104,"Entre Douro e Minho","Porto","Penafiel","São Mamede Recezinhos","41.1572222222222","-8.15777777777778","firepit",2015-07-17,16:04:00,2015-07-17,"2015-07-17",0,1,0,1,0.3,0,41,14,26,8,13,28,0,NA,NA,NA,NA
7105,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação","38.1663888888889","-7.16027777777778","fire",2015-07-17,16:07:00,2015-07-17,"2015-07-17",0.0940343079380513,0,0.905965692061949,0.0940343079380513,28.798,0,38,54,59,7,2,37,0,NA,NA,14,NA
7106,"Beira Interior","Castelo Branco","Sertã","Cabeçudo","39.1622222222222","-8.15583333333333","agriculture",2015-07-17,16:13:00,2015-07-17,"2015-07-17",0,0,1,0,0.01,1,39,49,44,8,8,21,0,NA,37.8,15.3,39.6
7107,"Entre Douro e Minho","Braga","VIZELA","Barrosas_Santa Eulalia","41.1527777777778","-8.16361111111111","fire",2015-07-17,16:22:00,2015-07-17,"2015-07-17",0.142857142857143,0.857142857142857,0,1,3.5,1,41,21,10,8,17,49,0,NA,NA,NA,NA
7108,"Beira Litoral","Aveiro","Ílhavo","Gafanha da Nazaré","40.1505555555556","-8.1525","agriculture",2015-07-17,16:46:00,2015-07-17,"2015-07-17",0,0,1,0,0.0036,0,40,38,2,8,43,9,0,20.8,28.8,9.2,36
7109,"Entre Douro e Minho","Braga","Celorico de Basto","Arnoia","41.1652777777778","-8.16333333333333","fire",2015-07-17,16:54:00,2015-07-17,"2015-07-17",0.625,0.375,0,1,8,1,41,21,55,8,0,48,0,NA,NA,NA,NA
7110,"Entre Douro e Minho","Porto","Marco de Canaveses","Banho e Carvalhosa","41.1552777777778","-8.16388888888889","firepit",2015-07-17,17:00:00,2015-07-17,"2015-07-17",1,0,0,1,0.3,1,41,15,19,8,8,50,0,NA,NA,NA,NA
7111,"Trás-os-Montes","Vila Real","Chaves","Nogueira da Montanha","41.1544444444444","-7.16388888888889","firepit",2015-07-17,17:31:00,2015-07-17,"2015-07-17",0,1,0,1,0.5,0,41,40,16,7,26,50,0,21.7,31.4,7.5,28.8
7112,"Alentejo","Portalegre","Arronches","Esperança","39.1636111111111","-7.16111111111111","firepit",2015-07-17,17:40:00,2015-07-17,"2015-07-17",0,1,0,1,0.5833,0,39,8,49,7,8,40,0,29.3,35.9,13.8,NA
7113,"Beira Litoral","Aveiro","Aveiro","Oliveirinha","40.1575","-8.16166666666667","firepit",2015-07-17,17:45:00,2015-07-17,"2015-07-17",1,0,0,1,0.0048,0,40,36,27,8,35,42,0,20.8,28.8,9.2,36
7114,"Beira Interior","Guarda","Seia","Santa Comba","40.1552777777778","-7.16333333333333","firepit",2015-07-17,18:03:00,2015-07-17,"2015-07-17",0,0.9,0.1,0.9,0.01,1,40,27,19,7,42,48,0,27.9,37.5,9.9,32.4
7115,"Beira Interior","Guarda","Sabugal","Seixo do Coa","40.1613888888889","-7.155","fire",2015-07-17,18:13:00,2015-07-17,"2015-07-17",0,1,0,1,2,0,40,28,41,7,2,18,0,27.9,37.5,9.9,32.4
7116,"Beira Litoral","Viseu","Oliveira de Frades","Souto de Lafões","40.1502777777778","-8.16027777777778","firepit",2015-07-17,18:45:00,2015-07-17,"2015-07-17",0,1,0,1,0.001,1,40,44,1,8,9,37,0,20.8,28.8,9.2,36
7117,"Entre Douro e Minho","Porto","Marco de Canaveses","Vila Boa de Quires","41.1572222222222","-8.15083333333333","firepit",2015-07-17,18:45:00,2015-07-17,"2015-07-17",0,1,0,1,0.05,1,41,12,26,8,12,3,0,21.7,31.4,7.5,28.8
7118,"Beira Litoral","Aveiro","Oliveira do Bairro","Oliveira do Bairro","1900-01-01 16º20'43","-0.1575","agriculture",2015-07-17,18:52:00,2015-07-17,"2015-07-17",0,0,1,0,0.108,0,NA,20,43,0,8,27,0,24.4,32.8,7.1,28.8
7119,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Vade (São Tomé)","41.1516666666667","-8.155","firepit",2015-07-17,18:56:00,2015-07-17,"2015-07-17",0,1,0,1,0.02,1,41,47,6,8,24,18,0,NA,NA,NA,NA
7120,"Beira Interior","Castelo Branco","Idanha-a-Nova","Idanha-a-Nova","39.1583333333333","-7.16555555555556","firepit",2015-07-17,18:58:00,2015-07-17,"2015-07-17",0,1,0,1,0.871,0,39,55,30,7,13,56,0,29.3,35.9,13.8,NA
7121,"Entre Douro e Minho","Braga","Vila Verde","Gomide","0.161666666666667","-0.156388888888889","firepit",2015-07-17,19:09:00,2015-07-17,"2015-07-17",0,1,0,1,0.1,0,0,41,42,0,8,23,0,22.9,27.6,10.4,43.2
7122,"Beira Interior","Castelo Branco","Penamacor","Águas","40.1580555555556","-7.15555555555556","firepit",2015-07-17,19:19:00,2015-07-17,"2015-07-17",1,0,0,1,0.0015,0,40,6,29,7,11,20,0,27.9,37.5,9.9,32.4
7123,"Beira Interior","Castelo Branco","Penamacor","Penamacor","40.1577777777778","-7.155","firepit",2015-07-17,19:34:00,2015-07-17,"2015-07-17",1,0,0,1,0.035,0,40,9,28,7,9,18,0,27.9,37.5,9.9,32.4
7124,"Alentejo","Portalegre","Sousel","Sousel","38.1519444444444","-7.15222222222222","agriculture",2015-07-17,19:36:00,2015-07-17,"2015-07-17",0,0,1,0,2,0,38,56,7,7,43,8,0,NA,NA,14,NA
7125,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Taíde","41.1591666666667","-8.16361111111111","firepit",2015-07-17,19:43:00,2015-07-17,"2015-07-17",0.166666666666667,0.833333333333333,0,1,0.12,0,41,33,33,8,13,49,0,NA,NA,NA,NA
7126,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Vila Franca","41.1625","-8.16444444444445","firepit",2015-07-17,19:44:00,2015-07-17,"2015-07-17",1,0,0,1,0.4,0,41,40,45,8,44,52,0,NA,NA,NA,NA
7127,"Beira Interior","Castelo Branco","Penamacor","Bemposta","40.1547222222222","-7.15138888888889","fire",2015-07-17,19:58:00,2015-07-18,"2015-07-17",0.0979808503249492,0.693878057250583,0.208141092424468,0.791858907575532,40.314,0,40,4,17,7,12,5,1,27.9,37.5,9.9,32.4
7128,"Entre Douro e Minho","Porto","Marco de Canaveses","Santo Isidoro","41.1591666666667","-8.16388888888889","firepit",2015-07-17,20:03:00,2015-07-17,"2015-07-17",0,1,0,1,0.5,0,41,12,33,8,8,50,0,NA,NA,NA,NA
7129,"Beira Litoral","Viseu","Oliveira de Frades","Oliveira de Frades","40.1527777777778","-8.15166666666667","firepit",2015-07-17,20:38:00,2015-07-17,"2015-07-17",0,1,0,1,0.001,1,40,44,10,8,11,6,0,20.8,28.8,9.2,36
7130,"Entre Douro e Minho","Viseu","Resende","Felgueiras","41.1638888888889","-7.15222222222222","fire",2015-07-17,20:45:00,2015-07-18,"2015-07-17",0,1,0,1,1.27,0,41,3,50,7,56,8,1,21.7,31.4,7.5,28.8
7131,"Trás-os-Montes","Vila Real","Peso da Régua","Covelinhas","41.1611111111111","-7.15222222222222","firepit",2015-07-17,21:29:00,2015-07-17,"2015-07-17",0,1,0,1,0.03,0,41,9,40,7,41,8,0,21.7,31.4,7.5,28.8
7132,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Boivães","41.1586111111111","-8.16055555555556","fire",2015-07-17,21:37:00,2015-07-18,"2015-07-17",0.5,0.5,0,1,1,1,41,45,31,8,26,38,1,NA,NA,NA,NA
7133,"Trás-os-Montes","Vila Real","Sabrosa","Passos","41.1638888888889","-7.16388888888889","firepit",2015-07-17,22:30:00,2015-07-18,"2015-07-17",0,1,0,1,0.01,1,41,14,50,7,35,50,1,21.7,31.4,7.5,28.8
7134,"Ribatejo e Oeste","Santarém","Rio Maior","Rio Maior","0.155555555555556","-0.165277777777778","firepit",2015-07-18,01:08:00,2015-07-18,"2015-07-18",0,1,0,1,0.006,1,0,39,20,0,8,55,0,23.4,27.6,13.5,32.4
7135,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padreiro (Santa Cristina)","41.1516666666667","-8.15027777777778","firepit",2015-07-18,01:24:00,2015-07-18,"2015-07-18",0,1,0,1,0.05,1,41,49,6,8,29,1,0,23.6,35.2,6.2,25.2
7136,"Beira Interior","Castelo Branco","Castelo Branco","São Vicente da Beira","40.1663888888889","-7.15833333333333","firepit",2015-07-18,02:27:00,2015-07-18,"2015-07-18",0,1,0,1,0.016,0,40,2,59,7,35,30,0,NA,NA,12.3,NA
7137,"Trás-os-Montes","Vila Real","Peso da Régua","Vilarinho dos Freires","41.1663888888889","-7.16416666666667","firepit",2015-07-18,02:36:00,2015-07-18,"2015-07-18",0,1,0,1,0.04,0,41,9,59,7,45,51,0,23.6,35.2,6.2,25.2
7138,"Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Santa Comba","40.1625","-7.16","firepit",2015-07-18,02:53:00,2015-07-18,"2015-07-18",0,1,0,1,0.5,0,40,58,45,7,7,36,0,27,35.9,8.6,43.2
7139,"Alentejo","Portalegre","Elvas","Ajuda São Salvador Santo Ildefonso","38.1519444444444","-7.15833333333333","agriculture",2015-07-18,02:55:00,2015-07-18,"2015-07-18",0,0,1,0,0.3214,1,38,51,7,7,10,30,0,NA,NA,14.1,NA
7140,"Entre Douro e Minho","Porto","Baião","Valadares","41.1663888888889","-7.1625","firepit",2015-07-18,04:04:00,2015-07-18,"2015-07-18",0,1,0,1,0.03,1,41,8,59,7,58,45,0,23.6,35.2,6.2,25.2
7141,"Entre Douro e Minho","Porto","Baião","Gestaçô","41.1655555555556","-7.16222222222222","firepit",2015-07-18,05:11:00,2015-07-18,"2015-07-18",1,0,0,1,0.4,1,41,10,56,7,55,44,0,23.6,35.2,6.2,25.2
7142,"Ribatejo e Oeste","Santarém","Ourém","Alburitel","39.1611111111111","-8.16527777777778","firepit",2015-07-18,07:06:00,2015-07-18,"2015-07-18",0,1,0,1,0.02237,0,39,38,40,8,31,55,0,26.4,34.8,14,32.4
7143,"Ribatejo e Oeste","Santarém","Tomar","Carregueiros","39.1583333333333","-8.15805555555556","firepit",2015-07-18,07:39:00,2015-07-18,"2015-07-18",0,1,0,1,0.0051,0,39,36,30,8,26,29,0,26.4,34.8,14,32.4
7144,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Sabadim","41.1561111111111","-8.15027777777778","firepit",2015-07-18,09:30:00,2015-07-18,"2015-07-18",0.5,0.5,0,1,0.2,1,41,54,22,8,28,1,0,23.6,35.2,6.2,25.2
7145,"Beira Interior","Castelo Branco","Idanha-a-Nova","Monsanto","40.1602777777778","-7.15888888888889","fire",2015-07-18,09:43:00,2015-07-18,"2015-07-18",0,1,0,1,1.276,0,40,2,37,7,6,32,0,27,35.9,8.6,43.2
7146,"Beira Interior","Guarda","Mêda","Ranhados","0.15","-7.1575","agriculture",2015-07-18,10:30:00,2015-07-18,"2015-07-18",0,0,1,0,0.5,0,0,41,0,7,20,27,0,22.7,25.2,3.8,18
7147,"Algarve","Faro","Aljezur","Odeceixe","0.156666666666667","-0.1625","firepit",2015-07-18,11:32:00,2015-07-18,"2015-07-18",0,1,0,1,1e-04,0,0,37,24,0,8,45,0,23.4,27.6,13.5,32.4
7148,"Trás-os-Montes","Bragança","Mirandela","Carvalhais","41.1530555555556","-7.15777777777778","firepit",2015-07-18,12:20:00,2015-07-18,"2015-07-18",0.824561403508772,0,0.175438596491228,0.824561403508772,0.171,0,41,32,11,7,10,28,0,23.6,35.2,6.2,25.2
7149,"Algarve","Faro","Silves","Armação de Pêra","0.151944444444444","-0.156111111111111","firepit",2015-07-18,12:27:00,2015-07-18,"2015-07-18",0,1,0,1,0.0041,0,0,37,7,0,8,22,0,23.4,27.6,13.5,32.4
7150,"Entre Douro e Minho","Braga","Celorico de Basto","Ribas","41.1608333333333","-8.16361111111111","fire",2015-07-18,12:30:00,2015-07-18,"2015-07-18",1,0,0,1,1.2,1,41,26,39,8,2,49,0,NA,NA,NA,NA
7151,"Beira Litoral","Coimbra","Coimbra","Santa Clara","40.1641666666667","-8.15916666666667","firepit",2015-07-18,12:40:00,2015-07-18,"2015-07-18",0,1,0,1,0.001,1,40,10,51,8,25,33,0,21.3,28.3,8.4,25.2
7152,"Ribatejo e Oeste","Santarém","Coruche","São José da Lamarosa","0.151111111111111","-0.158611111111111","firepit",2015-07-18,13:14:00,2015-07-18,"2015-07-18",0,1,0,1,0.005,0,0,39,4,0,8,31,0,23.4,27.6,13.5,32.4
7153,"Beira Interior","Castelo Branco","Idanha-a-Nova","Salvaterra do Extremo","39.1608333333333","-6.15611111111111","fire",2015-07-18,14:20:00,2015-07-18,"2015-07-18",0.42938009658776,0,0.57061990341224,0.42938009658776,12.631,1,39,53,39,6,59,22,0,27.6,35.2,8.9,NA
7154,"Algarve","Faro","Olhão","Moncarapacho","0.151388888888889","-0.162777777777778","agriculture",2015-07-18,14:20:00,2015-07-18,"2015-07-18",0,0,1,0,3e-04,0,0,37,5,0,7,46,0,23.4,27.6,13.5,32.4
7155,"Beira Litoral","Coimbra","Soure","Brunhós","40.1652777777778","-8.15111111111111","agriculture",2015-07-18,14:24:00,2015-07-18,"2015-07-18",0,0,1,0,0.02,0,40,6,55,8,40,4,0,21.3,28.3,8.4,25.2
7156,"Beira Litoral","Viseu","Mangualde","Mangualde","40.1536111111111","-7.16444444444444","fire",2015-07-18,14:28:00,2015-07-18,"2015-07-18",0.608108108108108,0.391891891891892,0,1,1.48,1,40,35,13,7,45,52,0,27,35.9,8.6,43.2
7157,"Alentejo","Beja","Odemira","São Luís","0.161666666666667","-0.160833333333333","fire",2015-07-18,14:29:00,2015-07-18,"2015-07-18",1,0,0,1,5.4029,0,0,37,42,0,8,39,0,23.4,27.6,13.5,32.4
7158,"Beira Litoral","Viseu","Tondela","Lobão da Beira","40.1641666666667","-8.1575","firepit",2015-07-18,15:17:00,2015-07-18,"2015-07-18",0,1,0,1,0.03,0,40,31,51,8,2,27,0,21.3,28.3,8.4,25.2
7159,"Ribatejo e Oeste","Santarém","Rio Maior","Rio Maior","39.1619444444444","-8.15555555555556","firepit",2015-07-18,15:24:00,2015-07-18,"2015-07-18",0,1,0,1,0.0141,0,39,17,43,8,57,20,0,26.4,34.8,14,32.4
7160,"Entre Douro e Minho","Viana do Castelo","Valença","Gondomil","42.1544444444444","-8.16055555555556","firepit",2015-07-18,15:40:00,2015-07-18,"2015-07-18",0,1,0,1,0.02,0,42,1,16,8,33,38,0,19.9,25.7,7.2,36
7161,"Alentejo","Évora","Montemor-o-Novo","Cabrela","0.16","-8.15722222222222","fire",2015-07-18,15:53:00,2015-07-18,"2015-07-18",1,0,0,1,16,0,0,38,36,8,29,26,0,22.7,25.2,3.8,18
7162,"Ribatejo e Oeste","Santarém","Abrantes","São João","39.16","-8.15972222222222","agriculture",2015-07-18,16:10:00,2015-07-18,"2015-07-18",0,0,1,0,0.178,1,39,27,36,8,11,35,0,26.4,34.8,14,32.4
7163,"Entre Douro e Minho","Viana do Castelo","Caminha","Venade","41.1541666666667","-8.16333333333333","agriculture",2015-07-18,16:12:00,2015-07-18,"2015-07-18",0,0,1,0,0.002,1,41,51,15,8,48,48,0,NA,NA,NA,NA
7164,"Entre Douro e Minho","Porto","Baião","Teixeiró","41.1508333333333","-7.15944444444444","fire",2015-07-18,16:12:00,2015-07-18,"2015-07-18",1,0,0,1,1.5,1,41,11,3,7,53,34,0,23.6,35.2,6.2,25.2
7165,"Entre Douro e Minho","Porto","Lousada","Aveleda","41.15","-8.165","firepit",2015-07-18,16:48:00,2015-07-18,"2015-07-18",1,0,0,1,0.02,0,41,17,0,8,14,54,0,NA,NA,NA,NA
7166,"Ribatejo e Oeste","Santarém","Tomar","Além da Ribeira","39.1583333333333","-8.15305555555556","agriculture",2015-07-18,17:07:00,2015-07-18,"2015-07-18",0,0,1,0,0.2026,1,39,40,30,8,25,11,0,26.4,34.8,14,32.4
7167,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41.1505555555556","-8.16361111111111","firepit",2015-07-18,17:30:00,2015-07-18,"2015-07-18",1,0,0,1,0.01,0,41,12,2,8,16,49,0,NA,NA,NA,NA
7168,"Beira Interior","Guarda","Guarda","Gonçalo","40.1613888888889","-7.16083333333333","firepit",2015-07-18,18:28:00,2015-07-18,"2015-07-18",0,1,0,1,0.01,1,40,24,41,7,20,39,0,27,35.9,8.6,43.2
7169,"Trás-os-Montes","Bragança","Torre de Moncorvo","Peredo dos Castelhanos","41.1558333333333","-7.15694444444444","firepit",2015-07-18,19:20:00,2015-07-18,"2015-07-18",0,1,0,1,0.51,1,41,6,21,7,4,25,0,23.6,35.2,6.2,25.2
7170,"Beira Interior","Castelo Branco","Penamacor","Penamacor","40.1519444444444","-7.16527777777778","firepit",2015-07-18,19:25:00,2015-07-18,"2015-07-18",0,1,0,1,0.242,1,40,10,7,7,9,55,0,27,35.9,8.6,43.2
7171,"Beira Litoral","Aveiro","Anadia","Tamengos","0.156944444444444","-0.157777777777778","agriculture",2015-07-18,19:42:00,2015-07-18,"2015-07-18",0,0,1,0,0.005,0,0,40,25,0,8,28,0,23.4,27.6,13.5,32.4
7172,"Beira Litoral","Aveiro","Anadia","Óis do Bairro","0.156944444444444","-0.158055555555556","agriculture",2015-07-18,20:18:00,2015-07-18,"2015-07-18",0,0,1,0,0.063,0,0,40,25,0,8,29,0,23.4,27.6,13.5,32.4
7173,"Alentejo","Beja","Almodôvar","Almodôvar","0.159166666666667","-0.152222222222222","agriculture",2015-07-18,20:55:00,2015-07-18,"2015-07-18",0,0,1,0,0.0107,0,0,37,33,0,8,8,0,23.4,27.6,13.5,32.4
