"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","firstInterv_date","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","temp","tempMax","windVelocity","windGust"
9923,"Algarve","Faro","Vila do Bispo","Raposeira","37.1572222222222",-8.15083333333333,"agriculture",2015-09-29,10:13:00,2015-09-29,2015-09-29,0,0,1,0,0.0225,0,22.9,26.7,19.8,43.2
9924,"Beira Litoral","Viseu","Santa Comba Dão","São João de Areias","40.1605555555556",-8.16166666666667,"firepit",2015-09-29,10:36:00,2015-09-29,2015-09-29,0,1,0,1,0.01,0,19.5,29.4,5.4,28.8
9925,"Trás-os-Montes","Bragança","Torre de Moncorvo","Mós","41.1538888888889",-6.16277777777778,"firepit",2015-09-29,10:41:00,2015-09-29,2015-09-29,0,1,0,1,0.36,1,16.7,23.8,0.5,18
9926,"Beira Litoral","Coimbra","Arganil","Coja","40.1533333333333",-8.16305555555556,"firepit",2015-09-29,13:14:00,2015-09-29,2015-09-29,0,1,0,1,0.005,0,19.5,29.4,5.4,28.8
9927,"Trás-os-Montes","Vila Real","Chaves","São Vicente","41.1638888888889",-7.16222222222222,"firepit",2015-09-29,13:18:00,2015-09-30,2015-09-29,0,1,0,1,0.05,0,19.1,26.4,4.2,18
9928,"Algarve","Faro","Silves","Silves","37.1638888888889",-8.15888888888889,"agriculture",2015-09-29,13:23:00,2015-09-29,2015-09-29,0,0,1,0,0.0892,0,22.9,26.7,19.8,43.2
9929,"Beira Litoral","Coimbra","Penela","Cumeeira","39.16",-8.15472222222222,"agriculture",2015-09-29,13:37:00,2015-09-29,2015-09-29,0,0,1,0,0.1,0,20.4,27.2,12.2,28.8
9930,"Alentejo","Beja","Beja","Albernoa","37.1572222222222",-7.15555555555556,"agriculture",2015-09-29,13:40:00,2015-09-29,2015-09-29,0,0,1,0,0.5336,1,22.9,26.7,19.8,43.2
9931,"Beira Litoral","Coimbra","Arganil","Benfeita","40.1588888888889",-7.15,"firepit",2015-09-29,13:43:00,2015-09-29,2015-09-29,0,1,0,1,0.001,0,21.3,28.5,8.9,36
9932,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Outeiro","41.1638888888889",-8.16027777777778,"firepit",2015-09-29,14:08:00,2015-09-29,2015-09-29,0,1,0,1,0.005,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9933,"Algarve","Faro","Loulé","Salir","37.1663888888889",-8.16,"firepit",2015-09-29,14:34:00,2015-09-29,2015-09-29,0,1,0,1,0.011,0,22.9,26.7,19.8,43.2
9934,"Beira Litoral","Coimbra","Cantanhede","Covões","40.1519444444444",-8.15305555555556,"agric_burn",2015-09-29,14:40:00,2015-09-29,2015-09-29,0,0,1,0,0.06,0,19.5,29.4,5.4,28.8
9935,"Alentejo","Setúbal","Alcácer do Sal","Santa Suzana","38.1577777777778",-8.16083333333333,"agriculture",2015-09-29,14:55:00,2015-09-29,2015-09-29,0,0,1,0,2.43,0,21.4,26.8,14,39.6
9936,"Alentejo","Beja","Mértola","Mértola","37.1619444444444",-7.16361111111111,"agriculture",2015-09-29,15:00:00,2015-09-29,2015-09-29,0,0,1,0,0.01465,1,22.9,26.7,19.8,43.2
9937,"Alentejo","Beja","Odemira","São Teotónio","0.158888888888889",-0.161666666666667,"fire",2015-09-29,15:02:00,2015-09-29,2015-09-29,1,0,0,1,1.5886,0,22.3,25.4,17.6,50.4
9938,"Alentejo","Évora","Évora","Nossa Senhora de Guadalupe","38.1633333333333",-7.16444444444444,"agriculture",2015-09-29,15:09:00,2015-09-29,2015-09-29,0,0,1,0,0.02,0,21.4126939351199,27.1881523272214,14.3732016925247,41.0200520833333
9939,"Beira Litoral","Aveiro","Ílhavo","São Salvador","40.1544444444444",-8.16194444444444,"agriculture",2015-09-29,15:28:00,2015-09-29,2015-09-29,0,0,1,0,0.0469,0,19.5,29.4,5.4,28.8
9940,"Trás-os-Montes","Viseu","Lamego","Penude","41.1513888888889",-7.15805555555556,"firepit",2015-09-29,15:38:00,2015-09-29,2015-09-29,0,1,0,1,0.01,0,19.1,26.4,4.2,18
9941,"Beira Litoral","Aveiro","Ovar","Esmoriz","40.1619444444444",-8.15444444444445,"agriculture",2015-09-29,15:49:00,2015-09-29,2015-09-29,0,0,1,0,0.015,0,19.5,29.4,5.4,28.8
9942,"Alentejo","Évora","Arraiolos","Sabugueiro","38.1505555555556",-8.15444444444445,"agric_burn",2015-09-29,16:00:00,2015-09-29,2015-09-29,0,0,1,0,0.2,0,21.4,26.8,14,39.6
9943,"Ribatejo e Oeste","Santarém","Entroncamento","Nossa Senhora de Fátima","39.165",-8.1625,"agriculture",2015-09-29,16:18:00,2015-09-29,2015-09-29,0,0,1,0,0.507,0,20.4,27.2,12.2,28.8
9944,"Entre Douro e Minho","Porto","Maia","Nogueira","41.1627777777778",-8.16083333333333,"firepit",2015-09-29,16:20:00,2015-09-29,2015-09-29,0,1,0,1,0.2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9945,"Beira Interior","Castelo Branco","Fundão","Capinha","40.1586111111111",-7.1625,"firepit",2015-09-29,16:20:00,2015-09-29,2015-09-29,0,1,0,1,0.255,0,21.3,28.5,8.9,36
9946,"Trás-os-Montes","Vila Real","Chaves","Santo Estevão","41.1580555555556",-7.16638888888889,"agric_burn",2015-09-29,16:20:00,2015-09-29,2015-09-29,0,1,0,1,0.01,0,19.1,26.4,4.2,18
9947,"Beira Interior","Castelo Branco","Belmonte","Belmonte","40.1622222222222",-7.1525,"firepit",2015-09-29,16:21:00,2015-09-29,2015-09-29,0,1,0,1,0.012,0,21.3,28.5,8.9,36
9948,"Trás-os-Montes","Viseu","Lamego","Vila Nova Souto DEl-Rei","41.1663888888889",-7.15583333333333,"firepit",2015-09-29,17:33:00,2015-09-29,2015-09-29,0,1,0,1,0.1,0,19.1,26.4,4.2,18
9949,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Gondiães","41.1558333333333",-7.15694444444444,"fire",2015-09-29,17:44:00,2015-09-29,2015-09-29,1,0,0,1,2,0,19.1,26.4,4.2,18
9950,"Entre Douro e Minho","Aveiro","Santa Maria da Feira","Lobão","40.15",-8.15722222222222,"fire",2015-09-29,17:44:00,2015-09-29,2015-09-29,0,1,0,1,1.25,0,19.5,29.4,5.4,28.8
9951,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Germil","41.1658333333333",-8.16305555555556,"firepit",2015-09-29,17:55:00,2015-09-29,2015-09-29,0,1,0,1,0.03,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9952,"Beira Interior","Castelo Branco","Castelo Branco","Benquerenças","39.1647222222222",-7.15388888888889,"firepit",2015-09-29,18:17:00,2015-09-29,2015-09-29,0,1,0,1,0.026,0,21.4,25.8,12.9,36.6646198830409
9953,"Alentejo","Beja","Aljustrel","Rio de Moinhos","37.1655555555556",-8.15472222222222,"firepit",2015-09-29,18:22:00,2015-09-29,2015-09-29,0,1,0,1,0.4116,0,22.9,26.7,19.8,43.2
9954,"Beira Interior","Castelo Branco","Sertã","Cernache do Bonjardim","39.1644444444444",-8.16166666666667,"agriculture",2015-09-29,18:30:00,2015-09-29,2015-09-29,0,0,1,0,2e-04,0,20.4,27.2,12.2,28.8
9955,"Trás-os-Montes","Vila Real","Chaves","Roriz","41.1613888888889",-7.15055555555556,"firepit",2015-09-29,18:45:00,2015-09-29,2015-09-29,0,1,0,1,0.01,0,19.1,26.4,4.2,18
9956,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39.1597222222222",-7.16555555555556,"agriculture",2015-09-29,18:50:00,2015-09-29,2015-09-29,0,0,1,0,0.0015,0,21.4,25.8,12.9,36.6646198830409
9957,"Trás-os-Montes","Viseu","São João da Pesqueira","São João da Pesqueira","41.1525",-7.1575,"firepit",2015-09-29,18:58:00,2015-09-29,2015-09-29,0,1,0,1,3e-04,0,19.1,26.4,4.2,18
9958,"Trás-os-Montes","Bragança","Carrazeda de Ansiães","Carrazeda de Ansiães","41.16",-7.16444444444444,"firepit",2015-09-29,18:58:00,2015-09-29,2015-09-29,0,1,0,1,0.22,0,19.1,26.4,4.2,18
9959,"Ribatejo e Oeste","Santarém","Alcanena","Malhou","39.1527777777778",-8.15833333333333,"firepit",2015-09-29,19:09:00,2015-09-29,2015-09-29,0,1,0,1,0.0351,0,20.4,27.2,12.2,28.8
9960,"Ribatejo e Oeste","Leiria","Caldas da Rainha","Landal","39.16",-9.15916666666667,"firepit",2015-09-29,19:28:00,2015-09-29,2015-09-29,0,1,0,1,0.002,0,20.172311827957,27.364920071048,7.2,39.4609442060086
9961,"Trás-os-Montes","Bragança","Carrazeda de Ansiães","Zedes","41.15",-7.15222222222222,"firepit",2015-09-29,19:28:00,2015-09-29,2015-09-29,0,1,0,1,0.5,0,19.1,26.4,4.2,18
9962,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Escalhão","40.16",5.8375,"agriculture",2015-09-29,19:51:00,2015-09-29,2015-09-29,0,0.476439790575916,0.523560209424084,0.476439790575916,1.91,0,16.7,23.8,0.5,18
9963,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Bico","41.1577777777778",-8.15916666666667,"firepit",2015-09-29,19:55:00,2015-09-29,2015-09-29,0,1,0,1,0.03,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9964,"Ribatejo e Oeste","Santarém","Cartaxo","Vila Chã de Ourique","39.1633333333333",-8.16,"agriculture",2015-09-29,20:31:00,2015-09-29,2015-09-29,0,0,1,0,8e-04,0,20.4,27.2,12.2,28.8
9965,"Entre Douro e Minho","Braga","Terras de Bouro","Vilar da Veiga","41.165",-8.16138888888889,"fire",2015-09-29,20:40:00,2015-09-30,2015-09-29,1,0,0,1,6.5,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9966,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Couto","41.1572222222222",-8.16,"firepit",2015-09-29,20:53:00,2015-09-29,2015-09-29,1,0,0,1,0.48,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9967,"Entre Douro e Minho","Porto","Penafiel","Valpedre","41.1633333333333",-8.16583333333333,"firepit",2015-09-29,21:39:00,2015-09-29,2015-09-29,0,1,0,1,0.035,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9968,"Ribatejo e Oeste","Santarém","Benavente","Samora Correia","38.1655555555556",-8.15527777777778,"agriculture",2015-09-29,22:28:00,2015-09-29,2015-09-29,0,0,1,0,0.025,0,21.4,26.8,14,39.6
9969,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41.1655555555556",-6.15888888888889,"firepit",2015-09-29,23:25:00,2015-09-30,2015-09-29,0,1,0,1,0.03,1,16.7,23.8,0.5,18
9970,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Portuzelo","41.1613888888889",-8.15388888888889,"firepit",2015-09-30,00:22:00,2015-09-30,2015-09-30,0.5,0.5,0,1,0.03,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9971,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Gavieira","41.1575",-8.15333333333333,"fire",2015-09-30,10:57:00,2015-09-30,2015-09-30,1,0,0,1,1,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9972,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Algodres","40.1533333333333",6.84194444444444,"firepit",2015-09-30,11:40:00,2015-09-30,2015-09-30,0.285714285714286,0.714285714285714,0,1,0.14,0,17.9,26,0.9,36.6646198830409
9973,"Beira Litoral","Coimbra","Cantanhede","Cordinhã","40.1586111111111",-8.15333333333333,"firepit",2015-09-30,12:05:00,2015-09-30,2015-09-30,0,1,0,1,0.12,1,19.9,27.4,6.3,28.8
9974,"Alentejo","Évora","Arraiolos","Arraiolos","38.1655555555556",-8.15555555555556,"agriculture",2015-09-30,12:40:00,2015-09-30,2015-09-30,0,0,1,0,0.1752,0,18.9,28.1,10.4,50.4
9975,"Entre Douro e Minho","Viana do Castelo","Valença","Gondomil","42.1608333333333",-8.15527777777778,"agric_burn",2015-09-30,12:49:00,2015-09-30,2015-09-30,0,0,1,0,0.04,0,17.9,26,0.9,31.1170682730924
9976,"Trás-os-Montes","Viseu","Sernancelhe","Quintela","40.1591666666667",-7.15277777777778,"fire",2015-09-30,13:32:00,2015-09-30,2015-09-30,0,1,0,1,1.4371,0,18.8,27.1,7.1,46.8
9977,"Beira Litoral","Aveiro","Ílhavo","Gafanha do Carmo","40.1608333333333",-8.15444444444445,"firepit",2015-09-30,13:33:00,2015-09-30,2015-09-30,1,0,0,1,9e-04,1,19.9,27.4,6.3,28.8
9978,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Couto","41.1577777777778",-8.15194444444444,"firepit",2015-09-30,13:43:00,2015-09-30,2015-09-30,0,1,0,1,0.01,0,16.6,25.9,3.5,25.2
9979,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padreiro (Salvador)","41.1616666666667",-8.16305555555556,"firepit",2015-09-30,13:49:00,2015-09-30,2015-09-30,1,0,0,1,0.03,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9980,"Alentejo","Setúbal","Grândola","Grândola","38.1544444444444",-8.16527777777778,"firepit",2015-09-30,14:10:00,2015-09-30,2015-09-30,0,1,0,1,0.0659,1,18.9,28.1,10.4,50.4
9981,"Entre Douro e Minho","Porto","Felgueiras","Penacova","41.1569444444444",-8.155,"firepit",2015-09-30,14:12:00,2015-09-30,2015-09-30,0,1,0,1,0.01,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9982,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Portuzelo","41.1533333333333",-8.15194444444444,"firepit",2015-09-30,14:52:00,2015-09-30,2015-09-30,0,1,0,1,0.2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9983,"Entre Douro e Minho","Viana do Castelo","Melgaço","Lamas de Mouro","42.1525",-8.16611111111111,"agric_burn",2015-09-30,16:12:00,2015-09-30,2015-09-30,0,1,0,1,2.22,0,17.9,26,0.9,31.1170682730924
9984,"Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Freixo de Numão","41.1541666666667",-7.16194444444444,"firepit",2015-09-30,16:31:00,2015-09-30,2015-09-30,0.6,0,0.4,0.6,0.5,0,16.6,25.9,3.5,25.2
9985,"Beira Litoral","Leiria","Leiria","Milagres","39.1597222222222",-8.15638888888889,"agriculture",2015-09-30,16:43:00,2015-09-30,2015-09-30,0,0,1,0,0.002,0,18,28.3,8.1,28.8
9986,"Beira Interior","Castelo Branco","Castelo Branco","Malpica do Tejo","39.1594444444444",-7.16027777777778,"fire",2015-09-30,17:40:00,2015-09-30,2015-09-30,0.709219858156028,0,0.290780141843972,0.709219858156028,4.23,0,17.7,22.9,9.1,36.6646198830409
9987,"Trás-os-Montes","Bragança","Torre de Moncorvo","Mós","41.1538888888889",-6.16277777777778,"fire",2015-09-30,18:15:00,2015-09-30,2015-09-30,0,1,0,1,4.04,1,17.9,26,0.9,30.0984441301273
9988,"Trás-os-Montes","Vila Real","Chaves","Moreiras","41.1619444444444",-7.15805555555556,"fire",2015-09-30,19:12:00,2015-10-01,2015-09-30,0.923076923076923,0.0769230769230769,0,1,1.3,1,16.6,25.9,3.5,25.2
9989,"Trás-os-Montes","Vila Real","Boticas","São Salvador de Viveiro","41.1652777777778",-7.16055555555556,"firepit",2015-09-30,19:44:00,2015-09-30,2015-09-30,0,1,0,1,0.03,1,16.6,25.9,3.5,25.2
9990,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Escalhão","40.1502777777778",-6.15638888888889,"firepit",2015-09-30,19:56:00,2015-09-30,2015-09-30,0,1,0,1,0.3577,0,18.8,27.1,7.1,46.8
9991,"Algarve","Faro","Alcoutim","Martim Longo","37.1658333333333",-7.16194444444444,"agriculture",2015-09-30,20:10:00,2015-09-30,2015-09-30,0,0,1,0,0.2398,0,21.6,26.5,11.4,39.6
9992,"Entre Douro e Minho","Viana do Castelo","Caminha","Arga de Baixo","41.1616666666667",-8.15277777777778,"firepit",2015-09-30,20:41:00,2015-09-30,2015-09-30,0,1,0,1,0.01,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9993,"Alentejo","Beja","Beja","Albernoa","37.1605555555556",-7.15638888888889,"agriculture",2015-09-30,20:48:00,2015-09-30,2015-09-30,0,0,1,0,0.035,1,21.6,26.5,11.4,39.6
9994,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Labrujó","41.1555555555556",-8.15888888888889,"firepit",2015-09-30,23:07:00,2015-10-01,2015-09-30,0,1,0,1,0.25,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9995,"Ribatejo e Oeste","Santarém","Coruche","São José da Lamarosa","39.1652777777778",-8.16166666666667,"firepit",2015-10-01,05:57:00,2015-10-01,2015-10-01,1,0,0,1,0.0207,1,19.6,29.2,8.1,28.8
9996,"Ribatejo e Oeste","Santarém","Coruche","Coruche","39.1591666666667",-8.1525,"firepit",2015-10-01,06:46:00,2015-10-01,2015-10-01,0,1,0,1,0.02,1,19.6,29.2,8.1,28.8
9997,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Penha de Águia","40.1558333333333",-7.15222222222222,"agric_burn",2015-10-01,10:34:00,2015-10-01,2015-10-01,0,0,1,0,1e-04,0,18.6,26.8,8,32.4
9998,"Entre Douro e Minho","Porto","Baião","Ancede","41.1583333333333",-8.15694444444444,"firepit",2015-10-01,11:19:00,2015-10-01,2015-10-01,0,1,0,1,0.3,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
9999,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padreiro (Santa Cristina)","41.1516666666667",-8.15027777777778,"firepit",2015-10-01,11:20:00,2015-10-01,2015-10-01,0,1,0,1,0.02,0,15.5,23.3,6.3,36
10000,"Beira Litoral","Leiria","Pombal","Louriçal","39.1608333333333",-8.16638888888889,"firepit",2015-10-01,11:55:00,2015-10-01,2015-10-01,0.6,0.4,0,1,0.2,0,19.6,29.2,8.1,28.8
10001,"Trás-os-Montes","Vila Real","Valpaços","Bouçoães","41.1519444444444",-7.15583333333333,"fire",2015-10-01,12:19:00,2015-10-02,2015-10-01,0,1,0,1,2,0,15.5,23.3,6.3,36
10002,"Entre Douro e Minho","Braga","Vieira do Minho","Vilar Chão","41.1630555555556",-8.15138888888889,"firepit",2015-10-01,12:58:00,2015-10-01,2015-10-01,0,1,0,1,0.01,0,15.5,23.3,6.3,36
10003,"Ribatejo e Oeste","Santarém","Constância","Santa Margarida da Coutada","39.1527777777778",-8.165,"fire",2015-10-01,13:43:00,2015-10-01,2015-10-01,0,1,0,1,2.7894,0,19.6,29.2,8.1,28.8
10004,"Trás-os-Montes","Vila Real","Montalegre","Cabril","41.1519444444444",-8.16416666666667,"firepit",2015-10-01,13:45:00,2015-10-01,2015-10-01,0.5,0.5,0,1,0.2,1,16.650197109067,23.7369250985545,6.25812133072407,30.0984441301273
10005,"Ribatejo e Oeste","Setúbal","Palmela","Quinta do Anjo","38.1525",-8.15666666666667,"agriculture",2015-10-01,14:25:00,2015-10-01,2015-10-01,0,0,1,0,0.0799,0,19.7,27.3,7.2,21.6
10006,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Escalhão","40.1538888888889",-6.15194444444445,"fire",2015-10-01,14:26:00,2015-10-01,2015-10-01,0,1,0,1,3.69,0,18.6,26.8,8,32.4
10007,"Beira Litoral","Aveiro","Mealhada","Barcouço","40.1658333333333",-8.15305555555556,"firepit",2015-10-01,14:43:00,2015-10-01,2015-10-01,1,0,0,1,0.967,0,17.6,24.7,8.7,28.8
10008,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Gavieira","41.1525",-8.15694444444444,"fire",2015-10-01,14:43:00,2015-10-02,2015-10-01,0.666666666666667,0.333333333333333,0,1,30,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
10009,"Alentejo","Portalegre","Arronches","Esperança","39.1511111111111",-7.16277777777778,"agriculture",2015-10-01,15:04:00,2015-10-01,2015-10-01,0.260355029585799,0,0.739644970414201,0.260355029585799,1.352,0,19.4,24.3,12.4,41.0200520833333
10010,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Couto","41.1627777777778",-8.16138888888889,"firepit",2015-10-01,15:24:00,2015-10-01,2015-10-01,0,1,0,1,0.01,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
10011,"Beira Litoral","Coimbra","Tábua","Mêda de Mouros","40.1655555555556",-8.16388888888889,"firepit",2015-10-01,15:45:00,2015-10-01,2015-10-01,1,0,0,1,0.005,1,17.6,24.7,8.7,28.8
10012,"Entre Douro e Minho","Porto","Penafiel","Guilhufe","41.1555555555556",-8.16166666666667,"firepit",2015-10-01,15:51:00,2015-10-01,2015-10-01,0,1,0,1,0.03,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
10013,"Trás-os-Montes","Vila Real","Murça","Vilares","41.1611111111111",-7.15722222222222,"fire",2015-10-01,16:03:00,2015-10-01,2015-10-01,0.6,0.4,0,1,2.5,1,15.5,23.3,6.3,36
10014,"Trás-os-Montes","Bragança","Vinhais","Vila Verde","41.1616666666667",-6.165,"agriculture",2015-10-01,16:07:00,2015-10-01,2015-10-01,0,0,1,0,0.5297,0,15.3,21.3,1.8,28.8
10015,"Trás-os-Montes","Vila Real","Chaves","Vale de Anta","41.1563888888889",-7.16583333333333,"fire",2015-10-01,16:22:00,2015-10-01,2015-10-01,0,1,0,1,1,0,15.5,23.3,6.3,36
10016,"Ribatejo e Oeste","Santarém","Salvaterra de Magos","Salvaterra de Magos","39.1630555555556",-8.15916666666667,"agriculture",2015-10-01,17:42:00,2015-10-01,2015-10-01,0,0,1,0,0.0493,0,19.6,29.2,8.1,28.8
10017,"Trás-os-Montes","Bragança","Mirandela","São Pedro Velho","41.1577777777778",-7.15305555555556,"firepit",2015-10-01,18:01:00,2015-10-01,2015-10-01,0,1,0,1,1e-04,0,15.5,23.3,6.3,36
10018,"Beira Litoral","Aveiro","Ílhavo","São Salvador","40.1516666666667",-8.16583333333333,"firepit",2015-10-01,18:05:00,2015-10-01,2015-10-01,0,1,0,1,0.0148,1,17.6,24.7,8.7,28.8
10019,"Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Numão","41.1641666666667",-7.15027777777778,"firepit",2015-10-01,18:06:00,2015-10-01,2015-10-01,0,1,0,1,0.5,0,15.5,23.3,6.3,36
10020,"Ribatejo e Oeste","Santarém","Constância","Santa Margarida da Coutada","39.1661111111111",-8.16333333333333,"firepit",2015-10-01,18:22:00,2015-10-01,2015-10-01,0,1,0,1,0.1107,0,19.6,29.2,8.1,28.8
10021,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Escalhão","40.1591666666667",-6.16194444444444,"agriculture",2015-10-01,18:42:00,2015-10-01,2015-10-01,0,0,1,0,0.013,0,18.6,26.8,8,32.4
10022,"Beira Litoral","Leiria","Leiria","Marrazes","39.1502777777778",-8.15444444444445,"agriculture",2015-10-01,18:45:00,2015-10-01,2015-10-01,0,0,1,0,0.002,0,19.6,29.2,8.1,28.8
10023,"Beira Interior","Guarda","Sabugal","Bismula","40.1597222222222",-6.15305555555556,"agric_burn",2015-10-01,18:45:00,2015-10-01,2015-10-01,0,1,0,1,0.06,0,18.6,26.8,8,32.4
10024,"Ribatejo e Oeste","Leiria","Óbidos","Santa Maria (Óbidos)","39.1561111111111",-9.15972222222222,"firepit",2015-10-01,19:34:00,2015-10-01,2015-10-01,0,1,0,1,0.001,0,20.172311827957,27.364920071048,14.4,39.4609442060086
10025,"Trás-os-Montes","Vila Real","Chaves","Cimo de Vila de Castanheira","41.1577777777778",-7.16444444444444,"firepit",2015-10-01,19:45:00,2015-10-01,2015-10-01,0,1,0,1,0.01,0,15.5,23.3,6.3,36
10026,"Entre Douro e Minho","Viseu","Resende","São Martinho de Mouros","41.1505555555556",-7.16166666666667,"firepit",2015-10-01,20:09:00,2015-10-01,2015-10-01,0,1,0,1,0.1,0,15.5,23.3,6.3,36
10027,"Trás-os-Montes","Vila Real","Chaves","Nogueira da Montanha","41.1508333333333",-7.16111111111111,"firepit",2015-10-01,20:51:00,2015-10-01,2015-10-01,0,1,0,1,0.01,0,15.5,23.3,6.3,36
10028,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Entre Ambos-os-Rios","41.1538888888889",-8.15138888888889,"firepit",2015-10-02,00:09:00,2015-10-02,2015-10-02,0,1,0,1,0.03,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
10029,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41.1541666666667",-6.15,"firepit",2015-10-02,00:34:00,2015-10-02,2015-10-02,0,1,0,1,0.18,1,14.1,21.3,0,30.0984441301273
10030,"Entre Douro e Minho","Braga","Celorico de Basto","Agilde","41.1638888888889",-8.15444444444445,"firepit",2015-10-02,05:13:00,2015-10-02,2015-10-02,1,0,0,1,0.4,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
10031,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Tresminas","41.1561111111111",-7.15027777777778,"firepit",2015-10-02,10:58:00,2015-10-02,2015-10-02,0.75,0.25,0,1,0.4,1,16.6,24.6,4.4,25.2
10032,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Tresminas","41.1605555555556",-7.15527777777778,"firepit",2015-10-02,11:41:00,2015-10-02,2015-10-02,0.666666666666667,0.333333333333333,0,1,0.3,1,16.6,24.6,4.4,25.2
10033,"Trás-os-Montes","Vila Real","Boticas","Granja","41.1616666666667",-7.16305555555556,"firepit",2015-10-02,11:56:00,2015-10-02,2015-10-02,1,0,0,1,0.01,1,16.6,24.6,4.4,25.2
10034,"Beira Interior","Castelo Branco","Vila Velha De Ródão","Vila Velha De Ródão","39.1613888888889",-7.15166666666667,"fire",2015-10-02,12:28:00,2015-10-02,2015-10-02,0,1,0,1,10.48,1,21,25.4,11.9,36.6646198830409
10035,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Vreia de Jales","41.1505555555556",-7.16527777777778,"fire",2015-10-02,13:13:00,2015-10-02,2015-10-02,0.0146699266503667,0.985330073349633,0,1,40.9,0,16.6,24.6,4.4,25.2
10036,"Entre Douro e Minho","Viseu","Resende","Paus","41.1597222222222",-7.16416666666667,"firepit",2015-10-02,13:28:00,2015-10-02,2015-10-02,0,1,0,1,0.1,0,16.6,24.6,4.4,25.2
10037,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41.1572222222222",-8.16,"agriculture",2015-10-02,14:21:00,2015-10-02,2015-10-02,0,0,1,0,0.01,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
10038,"Beira Interior","Guarda","Gouveia","Arcozelo","40.1619444444444",-7.16194444444444,"fire",2015-10-02,14:40:00,2015-10-02,2015-10-02,0.526558891454965,0,0.473441108545035,0.526558891454965,8.66,0,20.2,27.6,7.5,21.6
10039,"Trás-os-Montes","Vila Real","Chaves","Cimo de Vila de Castanheira","41.1577777777778",-7.16444444444444,"fire",2015-10-02,14:47:00,2015-10-02,2015-10-02,0,1,0,1,2,0,16.6,24.6,4.4,25.2
10040,"Ribatejo e Oeste","Leiria","Óbidos","Gaeiras","39.1572222222222",-9.15,"agriculture",2015-10-02,15:02:00,2015-10-02,2015-10-02,0,0,1,0,0.3,0,20.172311827957,27.364920071048,8.4,39.4609442060086
